title,genres,overview,keywords,director,cast,runtime,popularity,vote_average,vote_count,release_date,poster_url,movie_id
보이카: 언디스퓨티드 파이널,"액션, 스릴러/범죄",‘유리 보이카’는 챔피언 벨트만을 노리는 세계 최고의 파이터. 그는 부다페스트에서 열리는 유럽지부 챔피언십에 나가기 위해 경기를 하던 중 사고로 상대 선수를 죽인다. 이에 죄책감을 느끼며 괴로워하던 보이카는 죽은 선수의 아내를 돕기 위해 위험을 무릅쓰고 러시아로 떠난다. 그러던 중 그녀는 범죄조직에게 팔려가게 되고 보이카는 그녀를 구하기 위해 링에서 위험한 적들과 끊임없이 싸워야만 하는데...,"prison, martial arts, sports, wife, affectation",Todor Chapkanov,"스콧 애드킨스, Teodora Duhovnikova, Alon Aboutboul",87,10.8306,7.179,1452,2016-08-01,https://image.tmdb.org/t/p/w500/bv58O1paP9cYlcOL7OEUwmzmDzy.jpg,348893
콩: 스컬 아일랜드,"판타지, 액션","전 세계 누구에게도 알려지지 않은 미지의 섬 스컬 아일랜드. 어느 날 세상에 존재하는 괴생명체를 쫓는 모나크 팀은 위성이 이 섬에 무언가를 포착했다는 정보를 입수한다. 이에 모나크의 수장이자 탐사팀의 리더를 필두로 지질학자, 생물학자가 합류하고,  수많은 전투에서 뼈가 굵은 베트남 베테랑인 중령과 부대원들, 그리고 전직 군인 출신의 정글 전문 가이드와 반전 사진기자가 탐사의 진짜 목적을 파헤치기 위해 작전에 동참한다.  폭풍우를 헤치고 섬에 도착하자마자 그들 앞에 나타난 것은 바로 이 섬의 왕인 콩. 콩은 등장과 함께 모든 것을 박살내고, 가까스로 살아남은 생존자들은 해골이 흩뿌려진 황무지에서 콩의 적들까지 마주하게 되는데…","vietnam veteran, island, monster, 1970s, expedition",Jordan Vogt-Roberts,"톰 히들스턴, 사무엘 L. 잭슨, 존 굿맨",118,10.8291,6.553,11114,2017-03-08,https://image.tmdb.org/t/p/w500/zkvi78iWU5Qc8bXtqNuOaWROLmg.jpg,293167
1917,"무협/사극, 드라마/성장",제1차 세계대전이 한창인 1917년 4월 6일. 독일군에 의해 모든 통신망이 파괴된 상황 속에서 서부전선의 영국군 병사 스코필드와 블레이크에게 하나의 미션이 주어졌다. 독일군의 함정에 빠진 영국군 부대의 수장 매켄지 중령에게 에린무어 장군의 공격 중지 명령을 전달하라는 것. 블레이크는 데본셔 연대에 있는 형을 구하기 위해 기꺼이 임무를 수행한다. 동료인 스코필드는 처음엔 당황스러워하지만 이내 1600명의 동료들을 구하기 위해 전쟁터 한가운데를 가로지르는 여정에 동참한다.,"race against time, world war i, british army, soldier, period drama",샘 멘데스,"조지 맥케이, 딘-찰스 채프먼, 마크 스트롱",119,10.8273,7.987,13518,2019-12-25,https://image.tmdb.org/t/p/w500/u2oRQqUashBBIj5UNeOd5TN0bmB.jpg,530915
데블스 에드버킷,"스릴러/범죄, 공포/호러","64번의 재판에서 한 번도 실패해 본 적이 없는 변호사 케빈 로막스(키아누 리브스). 그는 의뢰인인 피의자의 유죄가 확실했던 이번 재판에서도 승리를 하면서 인기 절정의 변호사로 부상한다.  승소 기념 파티를 벌이던 날, 케빈은 뉴욕 '존 밀튼 투자회사'의 직원으로부터 파격적인 조건의 스카우트 제의를 받고 아내 매리앤(샤를리즈 테론)과 함께 뉴욕으로 향한다.","child abuse, southern usa, marriage crisis, obsession, bible",Taylor Hackford,"키아누 리브스, 알 파치노, 샤를리즈 테론",144,10.8273,7.471,6774,1997-10-17,https://image.tmdb.org/t/p/w500/1rT40EraiopJVxmkS5cCYUmdeYJ.jpg,1813
록키,드라마/성장,"이탈리아의 종마라는 별명을 가진 젊은 청년 록키 발보아는 필라델피아 빈민촌에 살면서 4회전 복서를 업으로 삼아 근근히 살아간다. 복싱만으로는 생계를 유지할 수 없어 고리대금 업자의 하수인 노릇을 하기도 하며 뒷골목의 주먹 노릇도 하는 그는 짝사랑하는 애드리언에게 열심히 관심을 보이면서 성실하게 살아 가려고 애쓴다. 그러던 어느 날 록키에게 기회가 오게 된다. 헤비급 세계 챔피언 아폴로 크리드가 미국 독립 200주년을 기념하는 이벤트로서 이름 없는 복서에게 도전권는 이벤트를 기획하고, 록키가 도전자로 선발이 되는데...","underdog, philadelphia, pennsylvania, transporter, love of one's life, italian american",존 G. 아빌드센,"실베스터 스탤론, 탈리아 샤이어, 버트 영",120,10.8067,7.797,8597,1976-12-03,https://image.tmdb.org/t/p/w500/vpo99XjnIdkM9QDlQRTj5XEuUOH.jpg,1366
23 아이덴티티,"스릴러/범죄, 공포/호러","23개의 인격을 가진 남자 케빈(제임스 맥어보이). 어릴 때 엄마에게 학대를 당한 그는 자신을 보호하기 위해 인격들의 리더인 배리, 미성숙한 9살 소년 헤드윅, 여성 패트리샤, 강박증이 있는 데니스 등 23개의 인격을 만들어냈다. 유일하게 자신을 이해하는 플레처 박사(베티 버클리)와 상담을 나누며 인격들을 컨트롤하던 그에게 어느 날 비스트라는 24번째 인격에 대한 믿음이 생겨난다. 비스트를 불러내고자 하는 인격들은 세명의 10대 소녀 케이시, 클레어, 마샤를 납치해 감금한다. 케이시는 과거 아버지와 사냥했던 경험과 삼촌에게 학대당했던 기억을 상기하며 탈출 방법을 찾아나간다.","child abuse, philadelphia, pennsylvania, kidnapping, gore, sequel",M. 나이트 샤말란,"제임스 맥어보이, 안야 테일러조이, 헤일리 루 리처드슨",117,10.7998,7.3,18304,2017-01-19,https://image.tmdb.org/t/p/w500/pF58P50otT55n4H1ELw1qtUrTcS.jpg,381288
리그레팅 유,"로맨스, 드라마/성장","여자친구가 있는 학교 인기남 ‘밀러’를 좋아하는 고등학생 ‘클라라’는 자신을 과잉보호하는 엄마 ‘모건’ 대신 이모 ‘제니’에게 의지하며 연애 상담을 이어간다. 그러던 어느날, ‘클라라’가 가장 좋아하는 제니와 아빠 ‘크리스’가 같은 날 사고로 세상을 떠나게 되고 모건과 제니의 약혼자 ‘조나’는 둘 사이의 충격적 비밀을 알게되어 분개한다. ‘모건’과 ‘조나’는 충격받을 ‘클라라’를 위해 이 사실을 숨기면서도 분노를 참을 수 없어 떠난 두 사람의 흔적을 지우려고만 하고 그로 인해 상심한 ‘클라라’를 ‘밀러’가 위로하면서 둘은 서로 가까워지게 되는데…","high school, based on novel or book, aunt niece relationship, north carolina, death of father",조쉬 분,"맥케나 그레이스, 메이슨 테임즈, 앨리슨 윌리엄스",116,10.7945,7.0,401,2025-10-22,https://image.tmdb.org/t/p/w500/jJinKJWCTAwMPTcvTq5eH2yBc8w.jpg,1327862
마녀배달부 키키,"판타지, 코미디/힐링","마녀 엄마와 인간 아빠 사이에서 태어난 소녀 키키는 13살이 되던 만월의 어느 밤, 검은 고양이 지지와 함께 집을 나와 마녀 수업을 떠난다. 평소 바다를 동경하던 키키는 바다에 떠있는 커다란 마을에 정착하게 되고, 그 곳에서 갑자기 도로에 뛰어들게 되어 경찰에게 잡히지만 돔보라는 친구를 만나 도망을 치게 된다. 키키는 빵가게 앞을 지나가다 마음씨 좋은 아주머니를 만나게 되고 그 빵집에서 첫 배달이 시작된다. 어느날 비행선 사고가 일어나는데, 거기에 돔보가 포함되어있다는 것을 알고 급히 현장으로 가게 되고, 청소부의 대걸레를 빌려 마법을 사용, 돔보를 구출하려 하는데...","witch, clock tower, magic, bicycle accident, female friendship",미야자키 하야오,"타카야마 미나미, 사쿠마 레이, 야마구치 캇페이",102,10.78,7.8,4561,1989-07-29,https://image.tmdb.org/t/p/w500/yEbyzK1cLDoZVIJV6auSr9yN5fG.jpg,16859
헬프,드라마/성장,"1963년, 미국 남부 미시시피 잭슨  흑인 가정부는 백인 주인과 화장실도 같이 쓸 수 없다?!  아무도 가정부의 삶에 대해 묻지 않았다. 그녀가 책을 쓰기 전까지는…  돈 많은 남자와 결혼해 정원과 가정부가 딸린 집의 안주인이 되는 게 최고의 삶이라 여기는 친구들과 달리 대학 졸업 후 작가의 꿈을 이루기 위해 지역 신문사에 취직한 ‘스키터(엠마 스톤)’. 살림 정보 칼럼의 대필을 맡게 된 그녀는 베테랑 가정부 ‘에이빌린(바이올라 데이비스)’에게 도움을 요청한다.  다른 인생은 꿈꿔보지도 못한 채 가정부가 되어 17명의 백인 아이를 헌신적으로 돌봤지만 정작 자신의 아들은 사고로 잃은 ‘에이빌린’. ‘스키터’에게 살림 노하우를 알려주던 그녀는 어느 누구도 관심 갖지 않았던 자신과 흑인 가정부들의 인생을 책으로 써보자는 위험한 제안을 받는다.  때 마침 주인집의 화장실을 썼다는 황당한 이유로 쫓겨난 가정부 ‘미니(옥타비아 스펜서)’가 두 여자의 아슬아슬하지만 유쾌한 반란에 합류한다. 차별과 불만을 이야기 하는 것조차 불법이 되고 생명을 위협받는 일이 되는 시대에, 태어나 처음으로 누군가에게 자신들의 이야기를 털어 놓기 시작하는 ‘에이빌린’과 ‘미니’. 그녀들의 용기 있는 고백은 세상을 발칵 뒤집을 만한 책을 탄생시키는데…","based on novel or book, mississippi river, exploitation, racial segregation, racism",테이트 테일러,"엠마 스톤, 비올라 데이비스, 브라이스 댈러스 하워드",146,10.7797,8.2,9018,2011-08-09,https://image.tmdb.org/t/p/w500/qMVZtwZIU9oussRb8al2Gb0YPQL.jpg,50014
말괄량이 길들이기,드라마/성장,"유명 변호사의 동생을 가르치기 위해 저택으로 들어온 젊고 유능한 과외 선생. 지적이고 엄격한 분위기의 집안에서 완벽한 수업을 이어가던 그에게, 어느 날부터 기묘한 기류가 흐르기 시작한다. 정숙해 보였던 자매가 번갈아 가며 그를 은밀하게 유혹하기 시작한 것. 거실과 서재를 오가며 벌어지는 금지된 정사와 꼬리에 꼬리를 무는 치정의 게임. 한 남자를 차지하기 위한 자매의 위험한 승부 속에서, 그는 과연 무사히 그 저택을 빠져나갈 수 있을까?",,Topel Lee,"Cess Garcia, Sheena Cole, Juan Calma",70,10.7695,0.0,0,2026-05-15,https://image.tmdb.org/t/p/w500/8e87sjVJETDSSglqnTzZohR3qG8.jpg,1597538
슈퍼배드,코미디/힐링,"머리 속엔 오직 “SEX” 생각뿐인 단세포 녀석들!  고등학교 졸업을 2주 앞둔 단짝 친구 세스와 에반은, 서로 다른 대학으로 진학하여 헤어지기 전에 마지막으로 기억에 남을 이벤트인 총각딱지 떼기를 계획한다.  하지만 변변한 여자친구 조차 없는 이들에게는 불가능해 보이는 계획이다.  우연히 세스가 짝사랑하는 줄스의 집에서 열리는 와일드 파티에 초대되는데, 조건은 파티에 사용될 술을 사가지고 와야 한다는 것이다.  이때 역시 어리버리한 친구 포겔이 가짜 신분증을 이용해 술을 사는 것을 제안한다.  주류가게에서 가짜 신분증으로 술을 살 때까지 만해도 모든 것이 순조롭게 풀리는 것처럼 보였지만, 현장에 도둑이 들어오면서 갑자기 모든 일이 꼬이기 시작하는데...","high school, police, alcohol, chaos, nerd",Greg Mottola,"조나 힐, 마이클 세라, 크리스토퍼 민츠플라스",113,10.7602,7.263,8073,2007-08-17,https://image.tmdb.org/t/p/w500/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,8363
시계태엽 오렌지,"스릴러/범죄, SF/미래","10대 소년 알렉스는 친구들과 극악한 비행을 저지르고 다닌다. 어느 날 차를 훔쳐 드라이브를 즐기던 이들은 작가 알렉산더의 집을 습격해 그를 폭행하고 그의 아내를 강간한다. 이튿날 알렉스는 불평을 늘어놓는 친구들을 힘으로 제압하고 자신이 무리의 리더임을 확인시킨다. 그날 밤 알렉스는 한 저택에 침입해 집주인을 죽이고 도망치던 중 친구들의 배신으로 문 앞에 쓰러진다. 검거된 알렉스는 살인죄로 14년형을 언도받는다. 2년 뒤, 알렉스는 좀 더 빨리 감옥 밖으로 나오고 싶은 마음에 재소자에게 약물과 충격요법으로 범죄에 대한 혐오를 불러일으키는 교화 방법인 루도비코 갱생 프로그램에 자원하는데...","london, england, police brutality, robbery, street gang, great britain",스탠리 큐브릭,"말콤 맥도웰, Patrick Magee, Carl Duering",137,10.727,8.178,13803,1971-10-28,https://image.tmdb.org/t/p/w500/oYa39Fjs8AgaaHMimGdBj8PiG6h.jpg,185
판의 미로: 오필리아와 세개의 열쇠,"판타지, 드라마/성장","먼 옛날 인간들은 모르던 지하 왕국, 행복과 평화로 가득 찬 환상의 세계에 공주가 있었다. 햇빛과 푸른 하늘이 그리웠던 공주는 인간 세계로의 문을 열고 만다. 하지만 너무나 눈부신 햇살에 공주는 기억을 잃은 채로 죽어갔다.  꿈 많은 소녀 오필리아는 만삭인 엄마와 함께 군인인 새아버지의 부대 저택으로 이사를 간다. 하지만 자신을 못마땅해 하는 냉혹한 새아버지에게 두려움을 느끼는 데다, 신비한 숲으로 둘러싸인 저택의 이상한 분위기에 잠을 못 이루던 오필리아에게 요정이 나타난다. 신비로운 모습에 이끌린 오필리아는 요정을 따라 미로로 들어가게 되고 거기서 판이라는 기괴한 요정을 만나는데...","princess, army, fairy tale, resistance, servant",기예르모 델 토로,"이바나 바케로, Sergi López, 마리벨 베르두",118,10.7255,7.763,11436,2006-10-11,https://image.tmdb.org/t/p/w500/dsaQY07ioldk1fpEqm394slWepM.jpg,1417
나우 유 씨 미: 마술사기단,스릴러/범죄,1년 전 만해도 무명이었던 길거리 마술사 포 호스맨은 단 3초만에 파리 은행의 비자금을 통째로 털어 관객들에게 뿌리는 매직쇼를 성공시켜 전세계의 이목을 끈다. 하지만 이것은 시선 끌기였을 뿐! 포 호스맨의 범행은 점점 더 거대해지고 치밀해지는데... 전세계를 무대로 한 통쾌하고 짜릿한 완전범죄 매직쇼가 시작된다!,"new york city, paris, france, escape, magic, bank",루이스 레테리어,"제시 아이젠버그, 우디 해럴슨, 아일라 피셔",115,10.7225,7.331,16750,2013-05-29,https://image.tmdb.org/t/p/w500/mX3ozgAvhonMzawKFlxjvP605Sm.jpg,75656
리디밍 러브,"로맨스, 드라마/성장","올 봄, 이 사랑이 당신을 꿈꾸게 한다!  누구나 품을 수 있지만, 누구도 소유할 수 없는 ‘엔젤’  단 한 번도 원하는 삶을 살아본 적 없던 그녀에게 운명처럼 오직 그녀를 사랑하는 남자가 나타난다. 무조건적인 그의 사랑에 ‘엔젤’은 매번 도망치지만 조금씩, 그리고 천천히 진정한 세상을 알아가는데…","pedophilia, child abuse, california, rape, based on novel or book",D.J. Caruso,"애비게일 카우언, Tom Lewis, 에릭 데인",134,10.7088,7.836,744,2022-01-21,https://image.tmdb.org/t/p/w500/fiwiBgJNkRoDA1snWnPNxXVv4R.jpg,698508
식스 센스,"스릴러/범죄, 드라마/성장","아동 심리학자인 크로우 박사(브루스 윌리스)는 필라델피아 주지사에게 아동을 위해 기여했다는 공로로 상을 받는다. 그날 밤, 부인과 함께 2층에 올라간 말콤 박사는 낯선 침입자를 발견하게 된다. 그 침입자는 몇 년 전 말콤 박사가 치료를 맡았던 '빈센트 그레이'라는 환자인데, 박사는 그에게 총상을 입고 그는 자살한다. 이듬 해 가을, 총상에서 회복한 크로우 박사는 '콜 시어'라는 자폐증에 걸린 8살 된 소년의 정신 치료를 맡게 된다. 콜은 처음엔 쉽게 마음을 열지 않다가 박사의 계속된 노력으로 누구에게도 말하지 않은 비밀을 말한다. 즉 콜은 항상 귀신들이 보이며, 귀신들은 자신이 죽었는지조차 모르고, 보고 싶은 것만 본다고 이야기한다. 박사는 쉽게 믿으려 하지를 않고 마침 부인의 외도를 목격한 후 콜의 치료를 포기하려고 한다. 그러다가 박사는 옛 환자였던 빈센트와의 상담 녹음 테잎에서 귀신의 소리인 듯한 소리를 듣게 되고 콜을 찾아가 콜이 귀신에 대한 공포를 이겨내는 걸 돕게 된다.","dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife",M. 나이트 샤말란,"브루스 윌리스, 헤일리 조엘 오스먼트, 토니 콜렛",107,10.7085,7.952,12835,1999-08-06,https://image.tmdb.org/t/p/w500/zmPBZos4lzZi95UayzjATYyLWHT.jpg,745
